,userid,pageRank,lang,wikiDataItemId,dbPediaIri,propagator
28,1258981724,0.0003854649568727909,en,Q906933,http://dbpedia.org/resource/Sandy_Hook_Elementary_School_shooting,0
29,1258981724,0.0003803813596480404,en,Q11633,http://dbpedia.org/resource/Photography,0
30,1258981724,0.000626042138494834,en,Q359442,http://dbpedia.org/resource/Bernie_Sanders,0
31,1258981724,0.0007707167660585625,en,Q2718421,http://dbpedia.org/resource/Joe_Rogan,0
32,1258981724,0.001804621016976739,en,Q918,http://dbpedia.org/resource/Twitter,0
33,1258981724,0.000445271696297265,en,Q193977,http://dbpedia.org/resource/Music_video,0
34,1258981724,0.001158605038622994,en,Q866,http://dbpedia.org/resource/YouTube,0
35,1258981724,0.0004829489239472619,en,Q79896,http://dbpedia.org/resource/Separation_of_powers,0
36,1258981724,0.0003670473949249838,en,Q9476,http://dbpedia.org/resource/Free_will,0
37,1258981724,0.0003976555819911265,en,Q488,http://dbpedia.org/resource/Atomic_bombings_of_Hiroshima_and_Nagasaki,0
38,1258981724,0.0003232836436445913,en,Q179289,http://dbpedia.org/resource/Causality,0
39,1258981724,0.0005319568864334814,en,Q164597,http://dbpedia.org/resource/Left-wing_politics,0
40,1258981724,0.0006801088441158292,en,Q16562,"http://dbpedia.org/resource/El_Paso,_Texas",0
41,1258981724,0.0004168137670232714,en,Q3700346,http://dbpedia.org/resource/Opposition_to_immigration,0
42,1258981724,0.0004866595855019559,en,Q81009,http://dbpedia.org/resource/Rhetoric,0
43,1258981724,0.002836011366966454,en,Q22686,http://dbpedia.org/resource/Donald_Trump,0
44,1258981724,0.000372140244084834,en,Q48282,http://dbpedia.org/resource/Student,0
45,1258981724,0.0003870159603857008,en,Q3196867,http://dbpedia.org/resource/Debt,0
46,1258981724,0.0004649939079732328,en,Q5167661,http://dbpedia.org/resource/Justice,0
47,1258981724,0.0005109880980160051,en,Q131272,http://dbpedia.org/resource/Soul_music,0
48,1258981724,0.0003522762022530698,en,Q9165,http://dbpedia.org/resource/Soul,0
49,1258981724,0.001121793069578151,en,Q145752,http://dbpedia.org/resource/Purple_Heart,0
50,1258981724,0.0005428260989203613,en,Q11613,http://dbpedia.org/resource/Harry_S._Truman,0
51,1258981724,0.001103886439352738,en,Q30,http://dbpedia.org/resource/United_States,0
52,1258981724,0.0004347245088383029,en,Q413,http://dbpedia.org/resource/Physics,0
53,1258981724,0.0006013103253011774,en,Q156537,http://dbpedia.org/resource/Domestic_violence,0
54,1258981724,0.0004917511996686744,en,Q43414,http://dbpedia.org/resource/Sexual_abuse,0
55,1258981724,0.000414660549640509,en,Q1975478,,0
56,1258981724,0.0006311340879080612,en,Q131288,http://dbpedia.org/resource/Immigration,0
57,1258981724,0.0004272604241166319,en,Q5873,http://dbpedia.org/resource/Sexual_intercourse,0
58,1258981724,0.0006263454398022152,en,Q2585032,http://dbpedia.org/resource/Conservatism_in_the_United_States,0
59,1258981724,0.0004471508455048342,en,Q8242,http://dbpedia.org/resource/Literature,0
60,1258981724,0.0005725555970247758,en,Q8434,http://dbpedia.org/resource/Education,0
61,1258981724,0.000959386424000705,en,Q7174,http://dbpedia.org/resource/Democracy,0
62,1258981724,0.0006879054969772028,en,Q31928,http://dbpedia.org/resource/Fuck,0
63,1258981724,0.0004843517077211447,en,Q8065,http://dbpedia.org/resource/Natural_disaster,0
64,1258981724,0.0003349346980748004,en,Q102066,http://dbpedia.org/resource/Navigation,0
65,1258981724,0.0005866095496241256,en,Q1456,http://dbpedia.org/resource/South_Carolina,0
66,1258981724,0.0007925632214653849,en,Q20899,http://dbpedia.org/resource/Podcast,0
67,1258981724,0.000324226991483362,en,Q133641,http://dbpedia.org/resource/Age_of_Discovery,0
68,1258981724,0.0004241177504767597,en,Q656365,http://dbpedia.org/resource/Employment,0
69,1258981724,0.0004471763915936718,en,Q159583,http://dbpedia.org/resource/Holy_See,0
70,1258981724,0.0003858203753400012,en,Q28005470,,0
71,1258981724,0.000693555719038323,en,Q699872,,0
72,1258981724,0.0003704925284356715,en,Q564811,,0
73,1258981724,0.0004100682055608024,en,Q28549308,,0
74,1258981724,0.0005656686444959419,en,Q1129261,,0
75,1258981724,0.0003533916984748052,en,Q525,http://dbpedia.org/resource/Sun,0
76,1258981724,0.001962791953828888,en,Q36949,http://dbpedia.org/resource/Robert_De_Niro,0
77,1258981724,0.001586286523691955,en,Q278929,http://dbpedia.org/resource/White_nationalism,0
78,1258981724,0.0007372732992796005,en,Q6235,http://dbpedia.org/resource/Nationalism,0
79,1258981724,0.0003582963242694108,en,Q31113,http://dbpedia.org/resource/Kuomintang,0
80,1258981724,0.0004330550868422591,en,Q20871878,,0
81,1258981724,0.0003402600043195778,en,Q1148579,http://dbpedia.org/resource/MyNetworkTV,0
82,1258981724,0.00326616931535368,en,Q6279,http://dbpedia.org/resource/Joe_Biden,0
83,1258981724,0.0003744961806293104,en,Q4169,http://dbpedia.org/resource/Outer_space,0
84,1258981724,0.001123492628401436,en,Q7173106,http://dbpedia.org/resource/Pete_Buttigieg,0
85,1258981724,0.0005073012943128444,en,Q249838,http://dbpedia.org/resource/Vice_(magazine),0
86,1258981724,0.00154940232691792,en,Q24313,http://dbpedia.org/resource/Mike_Pence,0
87,1258981724,0.000377899758090816,en,Q2672163,http://dbpedia.org/resource/Gender_role,0
88,1258981724,0.0004451727138295623,en,Q8341,http://dbpedia.org/resource/Jazz,0
89,1258981724,0.0005421472148215091,en,Q93200,http://dbpedia.org/resource/Sexism,0
90,1258981724,0.0005098792071686636,en,Q36633,http://dbpedia.org/resource/Prostitution,0
91,1258981724,0.001529373338456364,en,Q664,http://dbpedia.org/resource/New_Zealand,0
92,1258981724,0.0005501256887328367,en,Q1071117,http://dbpedia.org/resource/Prime_Minister_of_New_Zealand,0
93,1258981724,0.0003596786486255178,en,Q1423891,http://dbpedia.org/resource/Minister_(Christianity),0
94,1258981724,0.001269378300043938,en,Q3606816,http://dbpedia.org/resource/Jacinda_Ardern,0
95,1258981724,0.0004395389717765399,en,Q32815,http://dbpedia.org/resource/Mosque,0
96,1258981724,0.0004266398503029449,en,Q36963,http://dbpedia.org/resource/Hunting,0
97,1258981724,0.0003245862555889445,en,Q46790,http://dbpedia.org/resource/.sh,0
98,1258981724,0.0007128790035022611,en,Q1022311,http://dbpedia.org/resource/C-SPAN,0
99,1258981724,0.0003569408843732119,en,Q189760,http://dbpedia.org/resource/Voting,0
100,1258981724,0.0004282321488146131,en,Q185387,http://dbpedia.org/resource/Suffrage,0
101,1258981724,0.0005257371020031746,en,Q43109,http://dbpedia.org/resource/Referendum,0
102,1258981724,0.0003955723832928467,en,Q40231,http://dbpedia.org/resource/Election,0
103,1258981724,0.0004131818254854615,en,Q486761,http://dbpedia.org/resource/Classical_antiquity,0
104,1258981724,0.0006218956902121262,en,Q7204,http://dbpedia.org/resource/Near_East,0
105,1258981724,0.0004631462402013503,en,Q4,http://dbpedia.org/resource/Death,0
106,1258981724,0.000611948184362327,en,Q6216,http://dbpedia.org/resource/Liberalism,0
107,1258981724,0.0003623612807391178,en,Q9081,http://dbpedia.org/resource/Knowledge,0
108,1258981724,0.0006608357367028385,en,Q33659,http://dbpedia.org/resource/People_(magazine),0
109,1258981724,0.0005829336665164948,en,Q11772,http://dbpedia.org/resource/Ancient_Greece,0
110,1258981724,0.0004485614114220355,en,Q80895,http://dbpedia.org/resource/Guerrilla_warfare,0
111,1258981724,0.0005574130263732808,en,Q1479527,http://dbpedia.org/resource/Environmental_justice,0
112,1258981724,0.0005315300239348237,en,Q264892,http://dbpedia.org/resource/Social_justice,0
113,1258981724,0.0006580967572269859,en,Q484876,http://dbpedia.org/resource/Chief_executive_officer,0
114,1258981724,0.0005720743920504033,en,Q10737,http://dbpedia.org/resource/Suicide,0
115,1258981724,0.000521544115868494,en,Q17310301,http://dbpedia.org/resource/Indictment,0
116,1258981724,0.000466929794303388,en,Q25224,http://dbpedia.org/resource/Pound_sterling,0
117,1258981724,0.0005668373937758624,en,Q11033,http://dbpedia.org/resource/Mass_media,0
118,1258981724,0.000657407026840363,en,Q4917,http://dbpedia.org/resource/United_States_dollar,0
119,1258981724,0.0005827085359926479,en,Q7163,http://dbpedia.org/resource/Politics,0
120,1258981724,0.0005572870021815686,en,Q1649,http://dbpedia.org/resource/Oklahoma,0
121,1258981724,0.0005913379665590151,en,Q31207,http://dbpedia.org/resource/Health_care,0
122,1258981724,0.0005509372145150383,en,Q334911,http://dbpedia.org/resource/Health_insurance,0
123,1258981724,0.0003431531477695314,en,Q215972,http://dbpedia.org/resource/Protagonist,0
124,1258981724,0.0005420567870425236,en,Q9682,http://dbpedia.org/resource/Elizabeth_II,0
125,1258981724,0.0004063923957377759,en,Q2743,http://dbpedia.org/resource/Musical_theatre,0
126,1258981724,0.0005127437786872056,en,Q638,http://dbpedia.org/resource/Music,0
127,1258981724,0.0003519462912337223,en,Q200303,http://dbpedia.org/resource/Inheritance,0
128,1258981724,0.0003425457412927172,en,Q269770,http://dbpedia.org/resource/Boarding_school,0
129,1258981724,0.0004912779719639611,en,Q35535,http://dbpedia.org/resource/Police,0
130,1258981724,0.0008540136919911698,en,Q11268,http://dbpedia.org/resource/United_States_Congress,0
131,1258981724,0.0005981549449962482,en,Q11701,http://dbpedia.org/resource/United_States_House_of_Representatives,0
132,1258981724,0.0003895134551957795,en,Q21812812,,0
133,1258981724,0.0004011218132718229,en,Q715156,http://dbpedia.org/resource/Robert_Mueller,0
134,1258981724,0.001216888537199574,en,Q63213423,,0
135,1258981724,0.000437493391491385,en,Q40348,http://dbpedia.org/resource/Jurist,0
136,1258981724,0.0003755844422351708,en,Q16917,http://dbpedia.org/resource/Hospital,0
137,1258981724,0.0005553739991560661,en,Q636207,http://dbpedia.org/resource/United_States_Attorney_General,0
138,1258981724,0.0003604967608103917,en,Q431289,http://dbpedia.org/resource/Brand,0
139,1258981724,0.0003546612339709811,en,Q11471,http://dbpedia.org/resource/Time,0
140,1258981724,0.0003420642110713036,en,Q450,http://dbpedia.org/resource/Mind,0
141,1258981724,0.0009154862168502009,en,Q43380,http://dbpedia.org/resource/CBS,0
142,1258981724,0.00077323570236733,en,Q5009252,http://dbpedia.org/resource/CBS_News_Sunday_Morning,0
143,1258981724,0.0003443898549797657,en,Q308922,http://dbpedia.org/resource/Damages,0
144,1258981724,0.0005361424846492657,en,Q191159,http://dbpedia.org/resource/Working_class,0
145,1258981724,0.0003272857426694009,en,Q182832,http://dbpedia.org/resource/Concert,0
146,1258981724,0.0003569830824606125,en,Q3,http://dbpedia.org/resource/Life,0
147,1258981724,0.0003694376359959731,en,Q15078788,http://dbpedia.org/resource/Broadcasting,0
148,1258981724,0.0004504987418089602,en,Q735,http://dbpedia.org/resource/Art,0
149,1258981724,0.0005296167482482775,en,Q673281,http://dbpedia.org/resource/Sexual_assault,0
150,1258981724,0.0006531804391238775,en,Q4808602,http://dbpedia.org/resource/Assault_weapon,0
151,1258981724,0.0005297443494255669,en,Q12802,http://dbpedia.org/resource/Nuclear_weapon,0
152,1258981724,0.0004039448962163732,en,Q41298,http://dbpedia.org/resource/Magazine,0
153,1258981724,0.0005380753658497572,en,Q10294,http://dbpedia.org/resource/Poverty,0
154,1258981724,0.0003202293845604573,en,Q16245178,,0
155,1258981724,0.0003763764710756867,en,Q41522095,,0
156,1258981724,0.0008520332100577078,en,Q21480300,,0
157,1258981724,0.0005244307141646728,en,Q1930187,http://dbpedia.org/resource/Journalist,0
158,1258981724,0.0006371300232056664,en,Q10390,http://dbpedia.org/resource/John_McCain,0
159,1258981724,0.0005011891947134185,en,Q11661,http://dbpedia.org/resource/Information_technology,0
160,1258981724,0.0005878728092814421,en,Q789915,http://dbpedia.org/resource/United_States_Department_of_State,0
161,1258981724,0.0004283434453973227,en,Q459409,http://dbpedia.org/resource/Hate_crime,0
162,1258981724,0.0003992158008992193,en,Q622812,http://dbpedia.org/resource/Talk_show,0
163,1258981724,0.000536622496151764,en,Q580750,http://dbpedia.org/resource/Conscription,0
164,1258981724,0.0004313958087765705,en,Q1379902,http://dbpedia.org/resource/Draft_evasion,0
165,1258981724,0.0003470466459947414,en,Q11253,http://dbpedia.org/resource/Lower_Manhattan,0
166,1258981724,0.0004448137142671132,en,Q830,http://dbpedia.org/resource/Cattle,0
167,1258981724,0.0003993372064091628,en,Q23498,http://dbpedia.org/resource/Archaeology,0
168,1258981724,0.000551786312948844,en,Q14211,http://dbpedia.org/resource/Prime_Minister_of_the_United_Kingdom,0
169,1258981724,0.0003738332312143626,en,Q177826,http://dbpedia.org/resource/Clergy,0
170,1258981724,0.0003661654973381776,en,Q152002,http://dbpedia.org/resource/Pastor,0
171,1258981724,0.0003627735611130432,en,Q64418,http://dbpedia.org/resource/Artillery,0
172,1258981724,0.0003746157899456688,en,Q159334,http://dbpedia.org/resource/Secondary_school,0
173,1258981724,0.000347645373077728,en,Q3914,http://dbpedia.org/resource/School,0
174,1258981724,0.0003200604828347576,en,Q34394,http://dbpedia.org/resource/Belief,0
175,1258981724,0.0003817467451607304,en,Q124095,http://dbpedia.org/resource/Köppen_climate_classification,0
176,1258981724,0.0007706854525849944,en,Q29552,http://dbpedia.org/resource/Democratic_Party_(United_States),0
177,1258981724,0.0004525675022581322,en,Q877848,http://dbpedia.org/resource/Republicanism,0
178,1258981724,0.0005924474138718661,en,Q7270,http://dbpedia.org/resource/Republic,0
179,1258981724,0.0005948158097183212,en,Q7318,http://dbpedia.org/resource/Nazi_Germany,0
180,1258981724,0.000539666360407106,en,Q1415,http://dbpedia.org/resource/Indiana,0
181,1258981724,0.0003753110342208788,en,Q2091008,http://dbpedia.org/resource/Master_of_Arts,0
182,1258981724,0.0004804867033243749,en,Q4960434,,0
183,1258981724,0.0003337089309036078,en,Q56039,http://dbpedia.org/resource/German_reunification,0
184,1258981724,0.0004764298684033017,en,Q833,http://dbpedia.org/resource/Malaysia,0
185,1258981724,0.001435732896895824,en,Q3371760,,0
186,1258981724,0.0005121171390802397,en,Q83267,http://dbpedia.org/resource/Felony,0
187,1258981724,0.000722356934354329,en,Q49085,,0
188,1258981724,0.000567460992923932,en,Q817393,http://dbpedia.org/resource/Black_people,0
189,1258981724,0.0004247952496327714,en,Q844924,http://dbpedia.org/resource/Illegal_drug_trade,0
190,1258981724,0.0006737743456181313,en,Q29468,http://dbpedia.org/resource/Republican_Party_(United_States),0
191,1258981724,0.0003813087744105338,en,Q622425,http://dbpedia.org/resource/Nightclub,0
192,1258981724,0.0007445425412034874,en,Q310819,http://dbpedia.org/resource/Johnny_Carson,0
193,1258981724,0.0003361083950672582,en,Q5727902,http://dbpedia.org/resource/Circa,0
194,1258981724,0.0004198867787386604,en,Q239411,http://dbpedia.org/resource/Ivanka_Trump,0
195,1258981724,0.001182507055040543,en,Q13628723,http://dbpedia.org/resource/Jared_Kushner,0
196,1258981724,0.0003245542878240453,en,Q280856,http://dbpedia.org/resource/George_VI,0
197,1258981724,0.0007782105131278925,en,Q2456777,,0
198,1258981724,0.0004807575437445,en,Q844,http://dbpedia.org/resource/James_Bond,0
199,1258981724,0.0007087635473554579,en,Q959755,http://dbpedia.org/resource/South_by_Southwest,0
200,1258981724,0.0003327877966492405,en,Q7949,http://dbpedia.org/resource/Truth,0
201,1258981724,0.0003919797785052585,en,Q193426,http://dbpedia.org/resource/Nancy_Reagan,0
202,1258981724,0.0003732459493853004,en,Q7023752,http://dbpedia.org/resource/Fraud,0
203,1258981724,0.001278089733296905,en,Q812,http://dbpedia.org/resource/Florida,0
204,1258981724,0.000435310966647934,en,Q901922,http://dbpedia.org/resource/Massage_parlor,0
205,1258981724,0.000421028162088675,en,Q1400881,http://dbpedia.org/resource/Property,0
206,1258981724,0.000961888602286493,en,Q1262898,,0
207,1258981724,0.0004425372688171672,en,Q131110,http://dbpedia.org/resource/History_of_the_United_States,0
208,1258981724,0.0004581418615829799,en,Q309,http://dbpedia.org/resource/History,0
209,1258981724,0.001359227497178307,en,Q355522,http://dbpedia.org/resource/Mitch_McConnell,0
210,1258981724,0.000380234071455623,en,Q316,http://dbpedia.org/resource/Love,0
211,1258981724,0.0003819341572332128,en,Q14373,http://dbpedia.org/resource/Fishing,0
212,1258981724,0.0004394369750021607,en,Q541742,http://dbpedia.org/resource/Chris_Hayes,0
213,1258981724,0.0005854906628632934,en,Q26102,http://dbpedia.org/resource/Whistleblower,0
214,1258981724,0.0004598621394936421,en,Q182415,http://dbpedia.org/resource/Reality_television,0
215,1258981724,0.000955297380737485,en,Q30145314,,0
216,1258981724,0.0003416689717857231,en,Q1763090,http://dbpedia.org/resource/Sentence_(law),0
217,1258981724,0.0007319013794301293,en,Q7283,http://dbpedia.org/resource/Terrorism,0
218,1258981724,0.0003218290249245179,en,Q1971,,0
219,1258981724,0.0006245079994893581,en,Q66096,http://dbpedia.org/resource/United_States_Senate,0
220,1258981724,0.0004054827950496542,en,Q14565700,http://dbpedia.org/resource/Civics,0
221,1258981724,0.0003888316539458931,en,Q42240,http://dbpedia.org/resource/Research,0
222,1258981724,0.0005171981026741849,en,Q187588,http://dbpedia.org/resource/Social_class,0
223,1258981724,0.0004075589672521022,en,Q928168,"http://dbpedia.org/resource/Bronxville,_New_York",0
224,1258981724,0.0004826000918665599,en,Q11660,http://dbpedia.org/resource/Artificial_intelligence,0
225,1258981724,0.0004048865326232434,en,Q32112,http://dbpedia.org/resource/Boxing,0
226,1258981724,0.000573273886387495,en,Q10858400,http://dbpedia.org/resource/Political_corruption,0
227,1258981724,0.0003325366429737056,en,Q184386,http://dbpedia.org/resource/Yes_(band),0
228,1258981724,0.0004271790658993566,en,Q3400788,,0
229,1258981724,0.0003896894500825056,en,Q16502,http://dbpedia.org/resource/World,0
230,1258981724,0.0004329490132880249,en,Q2,http://dbpedia.org/resource/Earth,0
231,1258981724,0.0004392790910865573,en,Q11188,http://dbpedia.org/resource/World_population,0
232,1258981724,0.000495309155833564,en,Q40357,http://dbpedia.org/resource/Prison,0
233,1258981724,0.0005363160034363999,en,Q11231,http://dbpedia.org/resource/United_States_Department_of_Homeland_Security,0
234,1258981724,0.0003502550521083274,en,Q6587194,http://dbpedia.org/resource/Centrism,0
235,1258981724,0.0003613813326143085,en,Q384593,http://dbpedia.org/resource/Police_officer,0
236,1258981724,0.0003673603559348952,en,Q325980,http://dbpedia.org/resource/Coercion,0
237,1258981724,0.0005900856913818766,en,Q172,http://dbpedia.org/resource/Toronto,0
238,1258981724,0.0008126820645035312,en,Q29,http://dbpedia.org/resource/Spain,0
239,1258981724,0.0006824964532003097,en,Q7572854,http://dbpedia.org/resource/Spain_Park_High_School,0
240,1258981724,0.001029045722297619,en,Q79950,"http://dbpedia.org/resource/Hoover,_Alabama",0
241,1258981724,0.0005792602633137665,en,Q173,http://dbpedia.org/resource/Alabama,0
242,1258981724,0.0008501611738092798,en,Q22649,http://dbpedia.org/resource/Antisemitism,0
243,1258981724,0.001003765792184051,en,Q8461,http://dbpedia.org/resource/Racism,0
244,1258981724,0.0006432742687346403,en,Q220499,http://dbpedia.org/resource/Streaming_media,0
245,1258981724,0.0004195634334677697,en,Q11771944,http://dbpedia.org/resource/Civil_service,0
246,1258981724,0.001140607563228811,en,Q239657,http://dbpedia.org/resource/Shirley_Chisholm,0
247,1258981724,0.0006251302028447061,en,Q17884,http://dbpedia.org/resource/LGBT,0
248,1258981724,0.0003348993343526413,en,Q3258,http://dbpedia.org/resource/Australian_Capital_Territory,0
249,1258981724,0.0005510471506690786,en,Q929651,http://dbpedia.org/resource/Grassroots,0
250,1258981724,0.0006421382142000462,en,Q75,http://dbpedia.org/resource/Internet,0
251,1258981724,0.0003490521127040225,en,Q44595,http://dbpedia.org/resource/Cannibalism,0
252,1258981724,0.0005098324315700862,en,Q466430,http://dbpedia.org/resource/Nachos,0
253,1258981724,0.0008147916236332652,en,Q181138,http://dbpedia.org/resource/Veganism,0
254,1258981724,0.0003812636985822342,en,Q35222,http://dbpedia.org/resource/Old_French,0
255,1258981724,0.0003716177558437375,en,Q1,http://dbpedia.org/resource/Universe,0
256,1258981724,0.000693876195439037,en,Q1370,http://dbpedia.org/resource/Virginia,0
257,1258981724,0.0003355544178360954,en,Q237896,"http://dbpedia.org/resource/Reading,_Pennsylvania",0
258,1258981724,0.0003300309875676404,en,Q11472,http://dbpedia.org/resource/Paper,0
259,1258981724,0.0004850636616017142,en,Q206033,http://dbpedia.org/resource/Google_Books,0
260,1258981724,0.0004467146963949711,en,Q564,http://dbpedia.org/resource/Hell,0
261,1258981724,0.0009224431134506497,en,Q940946,http://dbpedia.org/resource/National_Prayer_Breakfast,0
262,1258981724,0.000360782687720236,en,Q40953,http://dbpedia.org/resource/Prayer,0
263,1258981724,0.0005391363841454894,en,Q12616,http://dbpedia.org/resource/First_Amendment_to_the_United_States_Constitution,0
264,1258981724,0.0009867025613267532,en,Q753623,http://dbpedia.org/resource/Separation_of_church_and_state,0
265,1258981724,0.0006335499877160252,en,Q5043,http://dbpedia.org/resource/Christianity,0
266,1258981724,0.00115753816461503,en,Q7358961,http://dbpedia.org/resource/Roger_Stone,0
267,1258981724,0.0004179740829262414,en,Q605401,http://dbpedia.org/resource/Condé_Nast,0
268,1258981724,0.0004244821995202044,en,Q189833,http://dbpedia.org/resource/Economic_growth,0
269,1258981724,0.0007542304833246148,en,Q11696,http://dbpedia.org/resource/President_of_the_United_States,0
270,1258981724,0.0003827793517054029,en,Q1209571,http://dbpedia.org/resource/President_of_the_Philippines,0
271,1258981724,0.001130777864959133,en,Q189067,http://dbpedia.org/resource/Alyssa_Milano,0
272,1258981724,0.0004923276155671679,en,Q490,http://dbpedia.org/resource/Milan,0
273,1258981724,0.0006797039008180271,en,Q235155,http://dbpedia.org/resource/White_people,0
274,1258981724,0.0004458952974824903,en,Q643396,http://dbpedia.org/resource/Heart_transplantation,0
275,1258981724,0.0009416803869071379,en,Q60772890,,0
276,1258981724,0.0005862051280917551,en,Q16,http://dbpedia.org/resource/Canada,0
277,1258981724,0.0004567900645780723,en,Q11424,http://dbpedia.org/resource/Film,0
278,1258981724,0.0005395522572081383,en,Q216227,http://dbpedia.org/resource/State_of_emergency,0
279,1258981724,0.0003824464345445513,en,Q1155836,http://dbpedia.org/resource/The_Oval,0
280,1258981724,0.001505276152879652,en,Q338067,http://dbpedia.org/resource/Oval_Office,0
281,1258981724,0.0003210684087401553,en,Q358834,http://dbpedia.org/resource/Foreign_and_Commonwealth_Office,0
282,1258981724,0.0004715208818565533,en,Q5086,http://dbpedia.org/resource/Berlin_Wall,0
283,1258981724,0.0008146417619418202,en,Q1439,http://dbpedia.org/resource/Texas,0
284,1258981724,0.0004343229296242673,en,Q1057263,http://dbpedia.org/resource/Mexico–United_States_border,0
285,1258981724,0.0004110947599756595,en,Q187954,http://dbpedia.org/resource/United_States_Border_Patrol,0
286,1258981724,0.001331732435076928,en,Q1135774,http://dbpedia.org/resource/Cory_Gardner,0
287,1258981724,0.0003353992927115797,en,Q492,http://dbpedia.org/resource/Long-term_memory,0
288,1258981724,0.0007371562746233024,en,Q352,http://dbpedia.org/resource/Adolf_Hitler,0
289,1258981724,0.0006806933287065157,en,Q7281,http://dbpedia.org/resource/Propaganda,0
290,1258981724,0.0006972548725696301,en,Q362,http://dbpedia.org/resource/World_War_II,0
291,1258981724,0.0005356169274288879,en,Q190656,http://dbpedia.org/resource/Multiculturalism,0
292,1258981724,0.0004607628867095213,en,Q160409,http://dbpedia.org/resource/Central_Park,0
293,1258981724,0.0004265814435334108,en,Q49773,http://dbpedia.org/resource/Social_movement,0
294,1258981724,0.0003717374402266502,en,Q1758037,http://dbpedia.org/resource/Speaker_(politics),0
295,1258981724,0.0004180841456310959,en,Q179742,http://dbpedia.org/resource/Prejudice,0
296,1258981724,0.0006858982433358162,en,Q308857,http://dbpedia.org/resource/Misogyny,0
297,1258981724,0.0003642682221075231,en,Q10798,http://dbpedia.org/resource/Pig,0
298,1258981724,0.0005635818855196346,en,Q170581,http://dbpedia.org/resource/Nancy_Pelosi,0
299,1258981724,0.0004036993835106074,en,Q130838,,0
300,1258981724,0.0006234758714986353,en,Q4583,http://dbpedia.org/resource/Anne_Frank,0
301,1258981724,0.0007879608988887568,en,Q183,http://dbpedia.org/resource/Germany,0
302,1258981724,0.0004218269813084228,en,Q8436,http://dbpedia.org/resource/Family,0
303,1258981724,0.0004155544783909023,en,Q208099,http://dbpedia.org/resource/Coming_out,0
304,1258981724,0.0003969063398211198,en,Q22889,"http://dbpedia.org/resource/Bath,_Somerset",0
305,1258981724,0.001412030611831141,en,Q370972,"http://dbpedia.org/resource/Pembroke_Pines,_Florida",0
306,1258981724,0.0004980288371978498,en,Q11690,http://dbpedia.org/resource/Wall_Street,0
307,1258981724,0.0007297121577005106,en,Q851,http://dbpedia.org/resource/Saudi_Arabia,0
308,1258981724,0.0003738894727409325,en,Q144,http://dbpedia.org/resource/Dog,0
309,1258981724,0.0005054834090872046,en,Q81965,http://dbpedia.org/resource/General_Motors,0
310,1258981724,0.0005603521116347662,en,Q12638,http://dbpedia.org/resource/Gross_domestic_product,0
311,1258981724,0.0003389034918493802,en,Q83405,http://dbpedia.org/resource/Factory,0
